@x1,x2,x3,x4,x5,x6,x7,x8,y,zb,wt
0.0040251,0.00033689,0.0001669,0.0059665,0.00012779,0.0027958,0.0026385,0.00018126,0,1,0
0.0059383,0.00052793,0.00016827,0.0025736,0.00017975,0.0045531,0.0012373,0.00024673,0,1,0
0.00063265,0.000066054,0.00018479,0.004669,0.000095615,0.00020708,0.0027837,0.00015617,0,1,0
0.0010744,0.00023475,0.00017003,0.0059381,0.000073342,0.00041418,0.0022869,0.00023445,0,1,0
0.0042393,0.0010662,0.00013716,0.010696,0.00014713,0.0024034,0.0067765,0.00060975,0,1,0
0.0093878,0.0011577,0.00012901,0.0066164,0.00016002,0.0070749,0.0038282,0.00022653,0,1,0
0.0044207,0.00076248,0.00019466,0.0081337,0.000056053,0.0032707,0.0033033,0.00013942,0,1,0
0.0021806,0.00056579,0.00017795,0.0092024,0.00014067,0.0010547,0.0052928,0.00034725,0,1,0
0.0086775,0.00084876,0.00015078,0.0038504,0.00025356,0.0053488,0.001646,0.00017619,0,1,0
0.0055284,0.00058686,0.00012872,0.0086843,0.00013963,0.0035364,0.0038291,0.00016183,0,1,0
0.0052468,0.000507,0.00012666,0.0079537,0.000097078,0.0036481,0.0041263,0.00017882,0,1,0
0.0057612,0.00039977,0.00018251,0.0058397,0.00010126,0.0044117,0.00409,0.00011688,0,1,0
0.00037956,0.000037483,0.00015274,0.007148,0.000042877,0.00010889,0.0051381,0.00016237,0,1,0
0.0093697,0.001119,0.00019238,0.014847,0.00015658,0.0068863,0.0098364,0.00021626,0,1,0
0.0047568,0.00056592,0.00011108,0.0055759,0.000091261,0.0033758,0.0033715,0.00011124,0,1,0
0.013064,0.0021384,0.0001908,0.012362,0.00027682,0.0089715,0.0077484,0.00027183,0,1,0
0.013736,0.0019576,0.00021274,0.014414,0.00030004,0.0088385,0.0091685,0.00017063,0,1,0
0.0038964,0.0006023,0.00012487,0.0028081,0.000091056,0.002107,0.0012482,0.000069277,0,1,0
0.0056696,0.00035833,0.00008373,0.009347,0.00014524,0.0039566,0.0057335,0.00011359,0,1,0
0.009245,0.0010467,0.00015978,0.0082327,0.00013303,0.0073713,0.0045059,0.00017465,0,1,0
0.0024825,0.00027322,0.00029235,0.0039427,0.000082977,0.0011059,0.0023343,0.00016527,0,1,0
0.0046483,0.00070745,0.00012677,0.0030845,0.00013925,0.0036123,0.0019909,0.00012091,0,1,0
0.0041719,0.00035398,0.00019025,0.015454,0.000098663,0.0026628,0.0094937,0.00020883,0,1,0
0.0020788,0.00049559,0.00016776,0.012089,0.00010547,0.0010501,0.0056459,0.00017539,0,1,0
0.0025252,0.00041073,0.00019261,0.0091472,0.00013826,0.0016398,0.0062739,0.00018221,0,1,0
0.0016083,0.00050417,0.00013482,0.0037452,0.00006715,0.00075829,0.0019899,0.00021044,0,1,0
0.0058266,0.00097796,0.00017781,0.0085845,0.00018867,0.0037448,0.0048167,0.00023863,0,1,0
0.012912,0.0015413,0.0001861,0.015321,0.00019533,0.010062,0.0082853,0.0001783,0,1,0
0.013244,0.0020608,0.00020541,0.017471,0.00022204,0.0093525,0.0096012,0.00023272,0,1,0
0.006228,0.00079537,0.00013068,0.0058264,0.000098367,0.0043254,0.0034879,0.00023147,0,1,0
0.0070594,0.00082963,0.00012907,0.0074149,0.0001008,0.0051654,0.0037791,0.00012355,0,1,0
0.0048367,0.00042238,0.00014966,0.015494,0.00013823,0.0032438,0.0091008,0.00013175,0,1,0
0.0022757,0.00025151,0.000068514,0.0026695,0.0000461,0.0012373,0.0014681,0.00021857,0,1,0
0.0076286,0.0004454,0.00010835,0.008736,0.00015306,0.0054239,0.0059902,0.0001629,0,1,0
0.00062311,0.00012813,0.000096597,0.0054224,0.000043702,0.00021272,0.0039473,0.00016415,0,1,0
0.0055006,0.00074536,0.00010322,0.0067892,0.00026909,0.0037681,0.0052628,0.00014309,0,1,0
0.0026745,0.0002072,0.00014832,0.0071049,0.000076073,0.0014574,0.0050565,0.000085286,0,1,0
0.0083521,0.00068346,0.00014681,0.0091819,0.00016476,0.0061448,0.0067783,0.00010227,0,1,0
0.0024587,0.00032633,0.00013454,0.0052197,0.000037207,0.0015407,0.0029978,0.000090165,0,1,0
0.0058213,0.00044075,0.00014671,0.0076349,0.00011718,0.0041635,0.0047714,0.000068516,0,1,0
0.0010215,0.00014118,0.00011213,0.0018609,0.000092692,0.00044795,0.0011301,0.00011778,0,1,0
0.0073116,0.0018179,0.00026238,0.011994,0.000062557,0.0053138,0.0055467,0.00026774,0,1,0
0.0060516,0.00058006,0.000095402,0.0051723,0.00013865,0.0040489,0.0021958,0.00015742,0,1,0
0.0026061,0.00042222,0.00011153,0.0025242,0.000079933,0.0011148,0.00092166,0.00017996,0,1,0
0.0065889,0.00091918,0.000075483,0.0086612,0.000062139,0.0046352,0.0065523,0.000081003,0,1,0
0.011695,0.0014794,0.00021212,0.019381,0.00026512,0.009074,0.012556,0.00018883,0,1,0
0.00070638,0.00015222,0.00014358,0.0034265,0.000060054,0.00016121,0.0013851,0.00010381,0,1,0
0.0039108,0.00061058,0.00011929,0.0096584,0.00013869,0.0021531,0.0052646,0.00011607,0,1,0
0.012572,0.0012354,0.00015728,0.0082421,0.00018038,0.0098579,0.0053674,0.000087995,0,1,0
0.00080665,0.00021916,0.00013429,0.0012193,0.000074497,0.00021202,0.00039003,0.00012877,0,1,0
0.003778,0.00056631,0.000084581,0.0044435,0.000077688,0.0026569,0.0034975,0.00010318,0,1,0
0.00072645,0.00013354,0.00017623,0.0090297,0.000039207,0.0001049,0.0058563,0.000097391,0,1,0
0.0061351,0.00067888,0.0001307,0.0089459,0.000072211,0.0049212,0.006874,0.00015206,0,1,0
0.010799,0.0012132,0.00015565,0.0059017,0.00013864,0.0081536,0.0038065,0.00019033,0,1,0
0.0059239,0.0014516,0.00019133,0.002886,0.000085555,0.0041879,0.00067574,0.000087066,0,1,0
0.0055003,0.00062276,0.00011651,0.004354,0.00011044,0.0027189,0.001985,0.00013234,0,1,0
0.0013379,0.00014533,0.00015842,0.0056163,0.00010512,0.0005192,0.0027582,0.00012317,0,1,0
0.00062164,0.00012442,0.00007473,0.0026956,0.000090961,0.00016241,0.0010793,0.00032668,0,1,0
0.0034386,0.00047031,0.00016011,0.014949,0.000071644,0.0019477,0.007644,0.00018681,0,1,0
0.01113,0.0010603,0.00014482,0.011098,0.0001878,0.0068035,0.0061224,0.00019567,0,1,0
0.0085821,0.0013309,0.00013986,0.01207,0.00015817,0.0063691,0.0080882,0.00015635,0,1,0
0.0039017,0.00059353,0.00011697,0.0084214,0.000060051,0.0027949,0.0045687,0.00024764,0,1,0
0.0021724,0.00035909,0.00013055,0.003361,0.000063583,0.00053275,0.0016815,0.00011298,0,1,1
0.0046902,0.00060192,0.00011672,0.0044749,0.00022464,0.0035923,0.0026516,0.000073725,0,1,1
0.00057664,0.000074898,0.00013172,0.0098732,0.000042953,0.00018236,0.0072787,0.000097217,0,1,1
0.0093361,0.0018464,0.00012222,0.0098485,0.00011186,0.006688,0.0056127,0.0001615,0,1,1
0.0076938,0.0021652,0.00013576,0.0037667,0.00011057,0.0055291,0.002598,0.00007473,0,1,1
0.0010569,0.00015353,0.00019299,0.001344,0.000045172,0.00048868,0.00072059,0.00019878,0,1,1
0.0054153,0.00056088,0.00017396,0.0099159,0.00014879,0.0036709,0.0070572,0.00023752,0,1,1
0.017812,0.0018351,0.00012299,0.0066987,0.00013495,0.014686,0.0043175,0.00009024,0,1,1
0.00021362,0.0044829,0.00063508,0.00024232,0.000094792,0.001253,0.000091474,0.00018265,0,2,0
0.000073999,0.00021059,0.00044645,0.00015518,0.00012109,0.0028244,0.000079354,0.000095536,0,2,0
0.00010561,0.0004081,0.00073766,0.00023396,0.00013164,0.0022765,0.00010125,0.00007234,0,2,0
0.000243,0.0024283,0.00094258,0.00060897,0.000091289,0.006773,0.000082142,0.00014692,0,2,0
0.00021815,0.0068514,0.0005818,0.00023029,0.00014344,0.0038073,0.00012485,0.00016089,0,2,0
0.00024169,0.0031922,0.00079659,0.00014087,0.00010795,0.0033142,0.000063415,0.000055375,0,2,0
0.00023789,0.0010465,0.00073158,0.00035444,0.00010695,0.0051578,0.000063434,0.0001417,0,2,0
0.0002473,0.005264,0.00098345,0.0001774,0.00017936,0.0016637,0.00012804,0.00025234,0,2,0
0.00013839,0.0034658,0.00062,0.00016269,0.0001314,0.0038377,0.000078755,0.00013912,0,2,0
0.00013514,0.0035883,0.00047738,0.00018099,0.00013235,0.0041826,0.000072874,0.000096668,0,2,0
0.00021581,0.0045897,0.000805,0.00011859,0.00015896,0.0038913,0.00012958,0.00010367,0,2,0
0.000087731,0.000099378,0.00047911,0.00016611,0.000062803,0.0051943,0.00006755,0.000041998,0,2,0
