@x1,x2,x3,x4,x5,x6,x7,x8,y,zb,wt
3.8217,1.398,7.3665,11.47,1.0312,2.6507,1.2233,3.0307,0,1,0
2.4163,1.8577,5.658,8.3015,0.75418,1.6265,2.2349,1.683,0,1,0
4.6632,1.2354,7.1495,9.9104,1.2498,1.7064,1.5339,2.1388,0,1,0
1.6855,1.0995,7.4405,7.2657,0.78759,1.865,1.2397,1.6002,0,1,0
8.9798,1.4043,7.013,12.295,1.4365,1.4835,2.7803,2.8163,0,1,0
3.9437,1.1991,7.259,8.7897,1.3553,2.4016,1.9571,1.5843,0,1,0
4.3984,1.0107,6.495,9.4836,1.1975,2.0009,1.3501,1.6238,0,1,0
7.0517,1.1019,9.5307,13.768,1.4698,1.8482,1.3869,3.4819,0,1,0
1.5482,1.2013,7.3434,6.5172,0.95147,1.6502,1.7977,1.2039,0,1,0
9.0332,1.1427,6.1705,12.729,1.1231,1.7597,1.2619,2.3787,0,1,0
17.179,1.5968,12.044,23.935,2.1163,3.0373,5.317,3.9378,0,1,0
14.972,1.2006,9.3581,13.506,2.6327,2.5895,4.8519,2.1439,0,1,0
8.988,1.2919,4.8739,11.565,0.93892,1.3415,2.7296,2.296,0,1,0
2.5971,0.8468,6.8697,9.799,0.54581,1.2337,1.4167,1.4267,0,1,0
2.8642,1.4435,6.4161,10.247,0.76035,2.012,0.99485,1.7282,0,1,0
9.4191,1.269,9.5782,17.373,2.2422,3.466,2.3793,4.1861,0,1,0
2.7531,1.3681,11.428,13.239,1.1165,2.3631,2.1409,2.0554,0,1,0
16.58,1.0136,14.475,15.255,1.6012,2.7315,4.5281,3.3089,0,1,0
4.4791,1.1887,5.3207,9.4472,0.93941,1.3471,3.622,1.6216,0,1,0
10.659,0.86184,10.422,16.303,1.0005,2.2671,2.3174,3.8546,0,1,0
7.4935,1.3847,7.2181,16.205,1.166,1.9497,2.7857,4.3063,0,1,0
2.678,2.2557,5.9985,11.778,1.1267,2.1172,1.7759,3.1722,0,1,0
10.594,0.98021,12.825,19.109,2.0271,2.1757,3.7544,1.9325,0,1,0
2.482,1.0616,8.2678,9.5884,1.9074,1.1573,1.653,2.1342,0,1,0
13.468,1.3433,8.3204,20.367,2.0385,2.5795,3.5042,3.5089,0,1,0
6.9227,2.2897,19.723,25.471,1.7561,4.6395,3.0751,3.2416,0,1,0
3.4141,1.1974,5.0283,9.5749,0.61004,2.4677,1.8481,1.3697,0,1,0
7.6778,1.0836,10.395,8.9264,0.81823,1.5444,2.4804,1.817,0,1,0
4.0196,1.3004,5.1059,8.2782,0.93212,1.4115,3.0235,1.3154,0,1,0
9.1772,1.3967,6.0905,14.248,1.7662,1.6995,3.5143,2.3797,0,1,0
30.843,1.2784,15.303,24.469,2.4825,1.6028,7.8758,3.5383,0,1,0
3.2016,1.5003,4.9944,7.9416,0.97598,2.0624,1.348,1.8381,0,1,0
7.8861,1.7161,6.1925,11.099,1.2214,2.111,0.87942,2.1503,0,1,0
2.6277,1.5096,5.9452,8.0304,1.0099,1.333,1.8838,1.7715,0,1,0
2.5056,1.5316,5.5564,7.5157,1.0942,2.1004,2.0073,1.2964,0,1,0
5.2839,1.1499,9.7786,12.057,1.2874,2.3405,2.6283,2.3628,0,1,0
4.2498,1.1911,5.7318,8.9539,1.6847,1.2282,1.5799,1.5373,0,1,0
10.234,1.6511,10.594,14.78,2.3509,2.3368,7.4217,2.7953,0,1,0
22.99,1.813,18.144,24.279,4.7204,4.9673,5.2016,3.6557,0,1,0
8.8612,1.0251,18.48,10.033,8.0573,3.6206,2.5104,2.4149,0,1,0
2.5541,1.0939,6.6581,13.166,1.3375,2.0164,1.629,2.4972,0,1,0
5.937,1.0961,9.341,20.398,1.3103,1.1349,2.1867,3.2394,0,1,0
3.8256,1.3181,6.3298,6.968,1.2162,1.1385,1.4497,1.3036,0,1,0
5.1577,1.1255,7.1986,9.0117,2.1372,1.244,1.2494,1.4709,0,1,0
1.6714,1.3354,4.5982,6.8724,0.81352,1.026,1.0982,1.3945,0,1,0
7.6614,1.0593,6.1336,16.242,1.0081,1.6642,1.224,2.0872,0,1,0
1.5312,0.94808,6.6669,6.9722,1.8256,1.4995,0.85961,1.3695,0,1,0
5.5279,1.3565,11.241,17.29,1.593,1.5736,2.0393,2.7193,0,1,0
18.058,1.4708,43.7,33.862,2.0974,1.3354,3.4966,2.6902,0,1,0
7.6296,1.0076,18.446,17.431,1.2435,2.1089,1.9852,3.395,0,1,0
31.288,1.2148,11.523,18.626,1.3567,1.8092,7.2253,3.6431,0,1,0
14.977,1.5539,28.313,29.278,12.889,3.2057,9.1431,3.7744,0,1,0
3.4045,1.4855,13.983,12.875,1.3243,1.3048,2.2522,2.063,0,1,0
3.1742,1.288,3.7847,8.6423,0.92736,1.3666,1.0563,1.861,0,1,0
3.6438,1.2619,5.028,11.185,0.71211,1.2168,1.2413,2.5626,0,1,0
7.7776,1.6806,9.1908,14.781,1.8348,2.4912,3.57,2.0262,0,1,0
4.4108,1.4297,28.058,12.342,5.6594,3.7649,2.0923,1.8171,0,1,0
5.3904,1.7353,15.352,26.033,1.9506,1.6672,2.7479,3.0158,0,1,0
13.769,1.4589,25.334,20.887,0.73899,1.5018,2.6301,2.883,0,1,0
3.1252,1.3446,5.4148,6.2759,0.79247,1.7604,0.63417,1.3163,0,1,0
9.0674,1.5796,6.8323,14.03,0.59798,2.4849,3.283,2.1254,0,1,0
25.027,1.7338,7.2868,14.505,2.1406,1.7576,4.8239,3.0137,0,1,0
4.6457,1.5456,7.6785,10.279,1.5587,1.6095,1.3598,2.1809,0,1,0
7.1875,1.0039,8.782,11.011,1.6372,1.3573,3.3593,1.6338,0,1,0
25.025,1.188,19.124,19.822,5.4045,2.4484,9.2413,3.5252,0,1,0
4.7425,2.0137,12.807,21.277,2.5861,1.7729,3.3379,2.3279,0,1,0
40.165,1.9483,65.083,42.653,4.5215,3.1376,4.3325,5.378,0,1,0
23.126,1.1446,25.264,19.563,7.1383,2.6707,8.9597,2.823,0,1,0
2.6433,1.213,10.358,10.183,1.6094,1.6473,0.77342,2.5858,0,1,0
3.085,1.1211,5.8395,8.5553,0.81752,1.8554,2.0955,1.3827,0,1,0
2.4291,1.1538,5.8204,8.033,1.0706,1.8016,2.4143,1.1295,0,1,0
1.888,1.1845,5.7518,6.575,1.256,1.8062,1.4376,1.1819,0,1,0
2.7643,1.3941,5.7601,9.5904,1.1746,1.8641,1.1499,2.7393,0,1,0
3.0336,1.2148,4.8286,9.5782,0.63679,2.4533,1.5054,2.4081,0,1,0
2.3977,1.4546,4.3978,8.1335,0.93007,1.0684,0.84369,1.9618,0,1,0
3.8144,1.7006,32.84,10.137,5.1572,4.1619,3.2137,2.4214,0,1,0
