@x1,x2,x3,x4,x5,x6,x7,x8,y,zb,wt
11.037,2.0502,9.4948,1.6433,3.7532,2.6121,8.3388,5.2912,0,1,0
13.641,4.8986,5.5661,3.5466,3.4657,3.0431,9.8911,10.084,0,1,0
12.892,2.5421,6.1086,8.1115,2.6311,4.5267,25.184,4.9053,0,1,0
14.291,7.8114,12.828,4.1603,2.8812,8.5155,9.1407,4.1126,0,1,0
15.142,5.0529,8.5938,3.3956,3.9311,4.5546,13.126,5.9163,0,1,0
23.287,23.771,12.572,6.6921,4.4236,15.952,13.01,13.553,0,1,0
12.452,8.8733,12.236,3.8864,5.1462,3.3964,9.3415,2.3845,0,1,0
20.717,8.3217,10.997,5.0988,5.427,8.904,19.324,9.3009,0,1,0
17.928,12.641,11.821,8.1767,6.9834,11.994,12.074,6.646,0,1,0
12.369,18.239,9.3161,3.2047,7.5081,8.3847,14.337,12.384,0,1,0
22.931,22.121,11.069,7.0869,10.037,13.326,18.158,12.993,0,1,0
9.61,8.5168,6.4509,4.7677,6.6019,20.528,12.434,28.424,0,1,0
11.927,3.2822,7.8741,5.481,5.4237,5.2979,6.6621,3.5862,0,1,0
12.172,7.8329,8.1346,3.2981,6.9489,4.6044,10.523,4.7284,0,1,0
16.518,5.7661,8.3767,7.654,10.681,6.9344,9.4127,4.7518,0,1,0
13.412,5.281,9.6726,5.3403,27.826,2.2972,14.189,10.642,0,1,0
7.8668,5.1708,7.5174,1.9121,3.1553,2.8475,6.4439,2.2739,0,1,0
12.778,10.38,8.1077,4.2607,7.3078,4.5612,7.8468,1.316,0,1,0
7.6475,6.152,7.4512,2.6928,6.0602,3.1358,10.313,5.9186,0,1,0
11.455,7.5059,6.8168,3.2761,6.3611,5.419,20.511,5.9329,0,1,0
13.592,18.773,8.6122,5.5191,6.8316,14.663,21.348,18.153,0,1,0
7.9217,5.4237,6.8107,2.7211,6.3886,4.2625,11.411,7.451,0,1,0
7.7875,3.7188,5.2724,3.0149,6.3153,3.1645,10.121,2.6767,0,1,0
18.995,10.065,13.313,7.7198,9.4252,5.7646,18.188,6.4796,0,1,0
11.415,13.112,10.89,8.3208,11.301,10.136,7.5681,3.0459,0,1,0
9.9117,7.1608,6.0059,4.062,8.1763,5.471,11.697,8.3177,0,1,0
21.223,4.7319,15.575,7.3148,10.866,4.8489,16.571,5.8257,0,1,0
12.49,7.6017,6.7954,1.5357,3.8949,3.7509,13.833,4.29,0,1,0
8.1515,3.2557,8.1341,1.9613,3.099,3.2379,12.51,2.6675,0,1,0
11.627,3.2899,4.9281,2.126,2.9382,1.8602,6.5921,0.97782,0,1,0
7.2281,9.7075,8.0449,4.2104,5.419,3.0959,8.9249,2.9085,0,1,0
11.044,3.6157,7.8075,4.5695,7.3261,2.6035,9.8939,17.56,0,1,0
15.508,8.2811,7.762,4.2729,7.6744,8.1402,12.915,25.721,0,1,0
8.0994,6.3436,7.7117,2.5575,11.081,3.0921,10.282,3.4237,0,1,0
9.0826,3.448,7.1263,2.0949,4.9809,2.1532,8.223,10.15,0,1,0
12.513,3.7923,6.3565,7.3968,7.038,6.2325,11.034,19.097,0,1,0
13.782,11.93,7.537,3.2628,8.9179,4.2045,11.327,5.5574,0,1,0
13.287,10.04,10.611,8.614,6.1068,8.9393,15.002,6.6287,0,1,0
10.443,6.8765,7.9432,3.1118,7.7847,2.8058,14.996,20.085,0,1,0
17.501,7.7087,13.914,4.7835,8.6163,10.936,11.815,11.862,0,1,0
11.024,9.0546,8.1253,4.7453,11.137,9.1148,11.432,8.2135,0,1,0
11.885,11.175,8.7024,3.67,11.224,9.9739,10.459,9.6443,0,1,0
13.109,6.81,12.734,4.8617,9.1966,6.9494,11.408,8.4353,0,1,0
18.518,7.0793,7.7953,5.8183,4.1594,5.8957,19.648,9.685,0,1,0
11.22,3.5997,8.497,6.5439,9.9371,5.1247,10.367,4.3653,0,1,0
19.187,9.6779,15.261,2.9322,6.1391,6.0173,14.068,4.7904,0,1,0
21.477,9.5945,6.8414,8.6032,10.138,9.3869,20.18,3.4374,0,1,0
18.987,20.637,10.317,10.791,10.997,51.485,18.465,21.259,0,1,0
9.3445,9.0622,9.7612,4.2856,11.944,7.9509,10.526,12.051,0,1,0
20.907,28.675,15.907,4.9283,13.134,7.2891,11.424,3.2807,0,1,0
14.583,5.1348,7.6852,6.1588,5.6689,4.4239,13.044,4.0785,0,1,0
9.4209,2.0354,5.0535,1.6779,4.071,4.5694,10.138,5.2422,0,1,0
13.788,4.4695,8.5094,5.5733,6.9162,6.8706,16.399,6.3289,0,1,0
10.998,2.8985,8.7737,3.734,5.9451,2.5277,10.627,9.0515,0,1,0
9.983,2.3395,8.0531,6.9387,4.4224,5.3979,8.5787,5.2894,0,1,0
10.441,13.672,9.9501,2.4549,7.0353,4.3251,16.002,10.878,0,1,0
16.009,9.6922,8.2408,4.5108,3.2705,5.7902,10.651,8.4719,0,1,0
11.488,22.623,8.4823,3.7019,7.2004,10.377,10.399,14.305,0,1,0
10.139,14.857,6.3781,4.0588,5.7109,6.0117,11.396,3.9476,0,1,0
16.058,25.702,12.213,4.8794,5.7853,7.4363,12.201,11.08,0,1,0
16.634,13.794,7.8837,4.2728,5.096,6.1074,14.729,9.3697,0,1,0
21.067,23.013,14.941,7.7842,14.385,24.663,12.426,15.349,0,1,0
18.043,8.9327,8.0973,6.8447,11.232,6.8608,13.296,6.2093,0,1,0
12.612,12.391,10.405,3.9221,9.2103,4.3457,9.9518,10.441,0,1,0
17.975,3.1486,7.282,6.8555,8.1281,2.7543,11.215,5.8684,0,1,0
17.076,13.617,11.652,10.143,15.878,10.776,13.302,7.1042,0,1,0
26.673,21.061,11.138,4.791,14.374,12.029,21.534,5.3589,0,1,0
10.735,7.2917,10.063,7.5905,9.5626,8.7168,17.536,14.054,0,1,0
11.65,7.2044,8.9345,2.6806,9.6495,4.6247,17.551,4.1318,0,1,0
16.637,6.6276,12.429,3.9356,10.153,5.9697,20.415,16.037,0,1,0
11.266,22.317,8.3167,5.1922,15.91,9.7124,16.519,25.454,0,1,0
13.28,8.7641,8.8825,2.4363,18.536,8.1259,21.296,6.9249,0,1,0
12.619,9.1321,14.065,3.0777,12.879,2.1324,18.085,9.0774,0,1,0
11.577,6.3552,9.71,3.1701,12.088,6.3417,12.093,7.7705,0,1,0
16.691,37.653,13.168,5.9849,13.733,25.262,27.056,31.66,0,1,0
18.155,12.623,15.088,6.231,6.5959,21.499,17.39,10.775,0,1,0
15.664,4.7265,9.4809,12.39,11.211,6.9409,15.283,8.7905,0,1,0
14.49,18.159,7.2429,3.2459,13.101,6.1317,16.462,11.526,0,1,0
8.781,3.0655,6.3761,6.3279,4.9083,7.0402,11.492,7.9806,0,1,0
17.563,2.7034,7.0814,8.1339,3.1193,3.2227,9.9592,5.5716,0,1,0
20.705,10.646,9.8041,8.3612,3.3463,14.795,7.796,6.0579,0,1,0
14.043,32.236,7.6175,10.031,3.5686,16.08,14.294,24.351,0,1,0
15.303,6.9784,6.2717,5.3161,6.607,6.4935,8.1675,4.1312,0,1,0
11.343,2.9514,12.366,2.2052,8.9631,4.4931,11.008,3.0201,0,1,0
9.1937,4.6164,6.3198,4.2442,3.7659,6.0877,10.231,7.517,0,1,0
14.09,8.6549,9.9358,4.5243,5.3397,2.4307,8.0572,4.703,0,1,0
15.441,16.36,6.8546,7.9268,5.5663,13.03,11.378,7.371,0,1,0
14.852,10.56,11.139,5.8747,9.0232,5.0742,12.961,6.7865,0,1,0
15.811,6.7787,8.7861,4.6515,11.722,6.3168,11.88,2.8966,0,1,0
13.234,10.185,9.0651,5.5562,10.74,9.3364,12.295,8.0533,0,1,0
21.223,24.848,12.998,3.6029,5.0497,9.1967,17.589,10.173,0,1,0
13.123,12.856,7.8696,4.4923,5.3084,7.475,10.452,9.0517,0,1,0
10.823,11.765,7.188,2.1848,4.5263,5.5376,14.01,5.0947,0,1,0
