@x1,x2,x3,x4,x5,x6,x7,x8,y,zb,wt
7.3848,8.2772,9.025,39.331,6.9533,33.755,3.2706,7.3178,0,1,0
12.613,6.4851,9.0685,37.656,5.9076,44.966,10.855,9.8933,0,1,0
6.5834,2.5253,5.111,20.949,6.8196,38.296,2.8635,8.819,0,1,0
19.549,6.705,10.18,39.685,9.1836,50.013,10.074,8.5614,0,1,0
10.917,8.6241,7.0389,44.014,3.7582,45.192,2.9557,13.88,0,1,0
10.592,3.1727,5.6538,21.43,8.3388,37.284,4.1344,10.168,0,1,0
11.967,10.858,4.304,49.68,5.2293,28.676,4.1608,6.2496,0,1,0
9.3994,11.596,10.304,50.422,10.643,53.299,4.3771,11.497,0,1,0
8.0144,21.759,7.1346,64.045,4.3945,41.357,5.9821,11.067,0,1,0
10.534,21.219,4.8831,58.233,4.3387,39.855,3.9036,9.888,0,1,0
11.137,22.512,8.234,66.167,5.8864,37.538,5.2359,5.5949,0,1,0
10.129,3.4836,6.0056,20.21,16.484,39.981,3.9079,5.9959,0,1,0
12.209,5.2361,7.1025,32.238,8.3775,36.207,4.1198,6.2417,0,1,0
9.6081,4.823,11.377,25.078,25.828,75.251,4.5044,12.425,0,1,0
6.3681,4.0134,4.9443,25.751,8.3437,41.038,2.9162,10.161,0,1,0
12.824,3.2279,7.675,29.625,17.018,54.569,5.9545,7.8694,0,1,0
8.2226,5.1452,9.759,37.872,16.909,54.014,4.2675,10.314,0,1,0
9.8893,18.357,4.9758,48.326,7.7407,30.775,4.908,6.1906,0,1,0
10.494,10.986,8.4843,47.214,10.794,49.955,4.7575,8.6372,0,1,0
7.2694,4.3473,6.9093,19.892,5.6352,29.789,3.2925,8.1433,0,1,0
7.7747,2.6038,5.8712,31.943,6.2873,35.45,3.4924,9.3385,0,1,0
11.372,12.698,3.493,59.925,12.439,54.868,4.1407,12.489,0,1,0
11.244,5.0235,5.7542,29.958,3.3843,28.76,3.3908,5.6843,0,1,0
12.635,35.526,5.8874,73.406,22.87,57.275,3.919,12.653,0,1,0
14.293,21.468,8.4196,69.52,7.8644,39.86,4.2438,7.8119,0,1,0
